ImageNumber	ObjectNumber	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	Children_BF_cells_on_grid_pre_Count	Children_BF_on_grid_rect_Count	Location_Center_X	Location_Center_Y	Number_Object_Number
1	15	954	29.0	801.0	1.01631952367	0.531280198638	1.0	0.805743243243	0.90419172282	37.9197092893	37.1079506306	15.5241746963	5.96938797102	5.24209216036	31.0	32.1254324791	88.6180985971	115.146	0.964123294593	1	1	28.7316561845	799.315513627	15
2	1	809	632.0	28.0	1.00073645447	0.165434971799	1.0	0.742883379247	0.87479189226	32.3430114702	32.3109888428	15.6204993518	5.60937571074	5.0	31.1126983722	31.8973474286	84.2865377897	107.802	0.952324896998	1	1	631.972805933	28.30407911	1
2	2	766	798.0	30.0	1.0092013025	0.256961040929	1.0	0.748778103617	0.857116744276	31.9210703247	32.14031736	13.9283882772	5.25439401359	5.0	30.0	30.8492170509	39.1228380198	105.974	0.940454266421	1	1	797.812010444	28.4921671018	2
2	3	730	83.0	27.0	1.00040242129	0.135118607875	1.0	0.811111111111	0.915952278331	30.6522513952	30.8058436015	14.7648230602	5.37091349279	5.0	29.0	30.371152816	89.8753785919	100.076	0.961158657011	1	1	82.5602739726	27.4726027397	3
2	4	701	137.0	28.0	1.00047913612	0.114780020996	1.0	0.778888888889	0.922261988531	30.0018504863	29.8328677804	14.4222051019	5.25954354904	4.472135955	28.9913780286	29.8035662616	70.5306510863	97.732	0.960932145305	1	1	137.018544936	27.5720399429	4
2	5	704	192.0	28.0	1.00837512132	0.477332998285	1.0	0.785714285714	0.915200928805	31.9595346482	31.5753068077	13.9283882772	5.23003435189	4.472135955	27.0	28.083561762	84.1006744604	98.318	0.958475153165	1	1	192.284090909	28.7159090909	5
2	6	758	247.0	28.0	1.00090909293	0.145178962576	1.0	0.764112903226	0.905572124069	31.2628925412	31.4006369362	15.1327459504	5.42242726148	5.0	29.9633108985	30.9316750676	-55.9104444066	102.56	0.957070707071	1	1	247.340369393	27.790237467	6
2	7	702	357.0	27.0	1.00017989321	0.0881211756289	1.0	0.78	0.912600926166	29.9779189786	30.0166620396	14.8660687473	5.26102584435	4.472135955	28.9913780286	29.8612977459	-23.6062017456	98.318	0.956403269755	1	1	357.222222222	27.1253561254	7
2	8	694	465.0	30.0	1.01611808693	0.262720882274	1.0	0.74623655914	0.762101583055	30.5157530178	31.0483493925	13.0	4.84010441022	4.12310562562	28.4604989415	29.4437918764	78.3024399001	106.974	0.930918846412	1	1	466.139769452	28.4380403458	8
2	9	598	522.0	26.0	1.0003657525	0.243215096647	1.0	0.791005291005	0.926174593748	28.0422789844	27.6586333719	13.3416640641	4.89325722005	4.24264068712	26.0	27.2002360698	85.3231507649	90.076	0.958333333333	1	1	521.727424749	26.4632107023	9
2	10	603	575.0	26.0	1.00058636629	0.207262050214	1.0	0.769132653061	0.905273736555	28.0451928473	27.8567765544	13.3416640641	4.88292780652	4.12310562562	26.83281573	27.436204404	60.8788712925	91.49	0.952606635071	1	1	575.437810945	26.192371476	10
2	11	557	687.0	27.0	1.0010089059	0.229114051986	1.0	0.736772486772	0.897359795269	27.0295925052	27.0739727414	13.0	4.68593778131	4.12310562562	25.4558441227	26.3105941149	-53.6983125225	88.318	0.94406779661	1	1	687.086175943	26.644524237	11
2	12	649	742.0	28.0	1.00059049674	0.186195143657	1.0	0.771700356718	0.916780558094	29.0303053075	28.8617393793	13.8924439894	5.07055172866	4.472135955	27.5771644663	28.5226460549	55.8434645539	94.318	0.955817378498	1	1	742.252696456	27.5392912173	12
2	13	580	411.0	28.0	1.01865001808	0.483651589696	1.0	0.739795918367	0.823531414979	29.2150231741	28.3019433962	12.0415945788	4.60410816677	4.12310562562	25.4911749435	25.5707590774	53.8701564745	94.076	0.926517571885	1	1	411.881034483	27.4482758621	13
2	14	609	303.0	28.0	1.00092182148	0.138182631241	1.0	0.776785714286	0.914281435426	28.018309367	28.0178514522	13.3416640641	4.88010603043	4.24264068712	26.8700576851	27.7495231447	43.5037649693	91.49	0.950819672131	1	1	302.58456486	28.4400656814	14
2	15	477	27.0	27.0	1.00059281514	0.273662579415	1.0	0.795	0.926830048588	25.160397487	24.8394846967	12.0	4.41021695827	4.0	23.0	24.1999184352	33.2699928198	80.42	0.954954954955	1	1	27.0545073375	27.498951782	15
2	16	747	359.0	81.0	1.00060227761	0.234805401217	1.0	0.777315296566	0.899679317816	31.3016816355	31.064449134	14.8660687473	5.43772680744	5.0	29.6984848098	30.4265616792	35.8919611675	102.146	0.96077170418	1	1	358.894243641	81.4953145917	16
2	17	775	632.0	82.0	1.00167054363	0.313040039714	1.0	0.78125	0.925881789121	32.2554803044	31.9530906173	15.0	5.50082260091	5.0	29.6984848098	30.6343175878	55.0206568741	102.56	0.960942343459	1	1	631.967741935	81.8516129032	17
2	18	740	138.0	82.0	1.00127646142	0.305792669619	1.0	0.795698924731	0.924025280565	31.4776716195	31.3209195267	14.5602197786	5.39947669125	5.0	29.0	29.9698321875	-84.0968324069	100.318	0.962914769031	1	1	137.506756757	82.1445945946	18
2	19	646	247.0	81.0	1.00143252494	0.286609807415	1.0	0.768133174792	0.882610194645	29.3319305708	29.1204395571	13.8924439894	5.04213661826	4.472135955	27.5118156435	28.1013797843	71.3407281883	95.904	0.952100221076	1	1	247.212074303	80.9458204334	19
2	20	679	300.0	82.0	1.00472180281	0.362093568041	1.0	0.782258064516	0.897758441692	30.5105031933	30.4138126515	13.8924439894	5.09701629026	4.472135955	27.0	28.4401139364	-86.2217718759	97.49	0.951646811493	1	1	300.24005891	82.1973490427	20
2	21	707	522.0	82.0	1.00046473207	0.212908694901	1.0	0.760215053763	0.903813622534	30.3761569603	30.2324329157	14.5602197786	5.26005866571	4.472135955	28.9913780286	29.6796954562	62.2691118286	99.146	0.953472690492	1	1	522.441301273	82.1838755304	21
2	22	756	687.0	82.0	1.00086461401	0.262212673616	1.0	0.762096774194	0.90318275171	31.6040847602	31.5753068077	15.0332963784	5.43819536939	5.0	29.9633108985	30.4982613337	87.1463468224	102.56	0.955752212389	1	1	687.308201058	82.0873015873	22
2	23	635	27.0	83.0	1.01249052701	0.511896563303	1.0	0.787841191067	0.912963194829	30.7173874053	30.5941170816	13.0	4.97971431782	4.24264068712	25.0	26.3876823638	76.1404815657	93.49	0.959214501511	1	1	26.7275590551	83.3637795276	23
2	24	643	192.0	83.0	1.00197351439	0.342590238219	1.0	0.791871921182	0.924465093347	29.5443807048	29.206163733	13.8924439894	5.07354269086	4.472135955	26.8700576851	27.7565003594	52.6135739844	93.49	0.959701492537	1	1	191.612752722	82.4603421462	24
2	25	622	412.0	82.0	1.0005735184	0.247972250597	1.0	0.793367346939	0.933798116313	28.617739629	28.4604989415	13.8924439894	5.00044757356	4.24264068712	26.8700576851	27.7239256464	-77.8075794462	91.49	0.961360123648	1	1	412.160771704	81.6479099678	25
2	26	555	83.0	81.0	1.00342690475	0.244361389673	1.0	0.790598290598	0.887212801823	27.0638518628	27.2029410175	12.6491106407	4.66124594426	4.12310562562	25.0	26.2433904288	47.4036928493	88.662	0.951156812339	1	1	83.3495495495	81.8918918919	26
2	27	573	467.0	83.0	1.00494959836	0.426032049202	1.0	0.786008230453	0.928216577442	28.424910087	28.0178514522	12.5299640861	4.78533509346	4.12310562562	24.7487373415	25.7162455625	-40.336140816	88.076	0.959798994975	1	1	467.116928447	82.3298429319	27
2	28	602	797.0	84.0	1.00190192631	0.331627949515	1.0	0.767857142857	0.873234596114	28.5331447075	28.3019433962	13.3416640641	4.88236025883	4.24264068712	26.5822806971	26.9184612316	24.0107401007	93.076	0.95102685624	1	1	796.509966777	83.8073089701	28
2	29	543	578.0	83.0	1.00133051238	0.269624165618	1.0	0.80325443787	0.926170598291	26.8327696127	26.83281573	13.0	4.68162849999	4.12310562562	25.0	25.839034961	64.755488527	85.834	0.958517210944	1	1	577.976058932	83.2449355433	29
2	30	542	743.0	84.0	1.00043522756	0.167126882962	1.0	0.77207977208	0.919274041777	26.4903286614	26.3058928759	12.6491106407	4.65864335085	4.12310562562	25.0	26.1177526777	-58.1073974272	86.076	0.952548330404	1	1	742.597785978	83.9575645756	30
2	31	786	356.0	138.0	1.00670647764	0.435796067081	1.0	0.770588235294	0.896332033548	33.3807365143	33.2415402772	14.8660687473	5.50484592492	5.0	29.0	30.0441795696	88.6478252644	104.974	0.957369062119	1	1	356.372773537	137.567430025	31
2	32	708	83.0	138.0	1.00100021595	0.296975708059	1.0	0.787541713014	0.901959819113	30.7446248584	30.3644529014	14.7648230602	5.31286585298	5.0	28.0	29.3575821639	84.716110406	99.318	0.960651289009	1	1	82.9576271186	137.36299435	32
2	33	792	193.0	138.0	1.00027817332	0.120911686907	1.0	0.7734375	0.900221817372	31.8921976945	31.8904374382	15.2970585408	5.54184653963	5.0	30.9863493518	31.6582131925	74.7430825259	105.146	0.95421686747	1	1	192.796717172	137.554292929	33
2	34	730	298.0	139.0	1.07043583063	0.31829881147	1.0	0.670955882353	0.577415409961	32.3897053498	33.7342555869	12.6491106407	4.50473048615	4.0	30.3264011669	30.7051308942	-54.884822271	126.044	0.857310628303	1	1	300.184931507	138.824657534	34
2	35	683	523.0	137.0	1.00231442344	0.360180165535	1.0	0.813095238095	0.929823976506	30.5520944584	30.083217913	14.0	5.217909147	4.472135955	27.0	28.501522275	79.9538426679	96.076	0.964689265537	1	1	522.525622255	136.458272328	35
2	36	600	26.0	138.0	1.00488375972	0.401688903481	1.0	0.766283524904	0.912420694859	28.9238601493	28.8617393793	13.0384048104	4.86884294118	4.24264068712	25.8873298382	26.4877823631	-78.3943202917	90.904	0.955414012739	1	1	26.1	137.618333333	36
2	37	646	633.0	137.0	1.00090632772	0.25116167409	1.0	0.768133174792	0.923988602771	29.1795979622	28.8617393793	13.9283882772	5.05844319654	4.472135955	27.5118156435	28.2442503273	-82.3149564234	93.732	0.957037037037	1	1	632.941176471	137.187306502	37
2	38	712	743.0	138.0	1.00180748481	0.312605218607	1.0	0.765591397849	0.889062161841	30.9206042806	30.61045573	14.4222051019	5.27009488311	4.472135955	28.8444102037	29.3709606464	36.4909181525	100.318	0.954423592493	1	1	742.863764045	137.716292135	38
2	39	594	797.0	138.0	1.00202717964	0.336637887436	1.0	0.758620689655	0.915056025176	28.3704744003	28.2842712475	13.0384048104	4.85853124192	4.18287315637	26.0	26.7146084554	-68.9554767837	90.318	0.953451043339	1	1	797.274410774	137.2003367	39
2	40	605	137.0	139.0	1.0017118257	0.315003102243	1.0	0.771683673469	0.920024200649	28.5202185655	28.3019433962	13.3416640641	4.90302220569	4.24264068712	26.1629509039	27.068272531	52.306590596	90.904	0.955766192733	1	1	136.952066116	138.618181818	40
2	41	673	247.0	139.0	1.00033109247	0.176170292175	1.0	0.800237812128	0.92748979866	29.5293497947	29.4108823397	14.3178210633	5.17919843163	4.472135955	28.0	29.0675020427	37.0763314614	95.49	0.962804005722	1	1	247.071322437	138.947994056	41
2	42	575	412.0	139.0	1.0015694709	0.286504770898	1.0	0.760582010582	0.914187136459	27.6800683508	27.5136329844	13.0	4.77839650207	4.12310562562	25.4911749435	26.5196870919	76.7726565061	88.904	0.952775476388	1	1	411.92	138.460869565	42
2	43	628	577.0	139.0	1.00246251934	0.356732946072	1.0	0.773399014778	0.914325183243	29.2829987158	28.8444102037	13.416407865	4.96999224419	4.24264068712	26.83281573	27.3563649273	62.2619064617	92.904	0.954407294833	1	1	576.762738854	138.961783439	43
2	44	545	687.0	137.0	1.00053729105	0.197305514581	1.0	0.806213017751	0.929581908046	26.6390092395	26.4007575649	13.0	4.70634863232	4.12310562562	25.0	26.1153409131	45.4533073475	85.834	0.961199294533	1	1	686.844036697	137.35412844	44
2	45	508	467.0	138.0	1.0002841692	0.247425264567	1.0	0.8128	0.939741391238	25.8663425496	25.8069758011	12.5299640861	4.56378030189	4.0	24.0	25.0620798775	50.1334926729	82.42	0.961210974456	1	1	467.015748031	138.045275591	45
2	46	719	247.0	192.0	1.02989183463	0.546604580152	1.0	0.708374384236	0.795701782135	33.3121178702	34.5253530033	13.3416640641	4.99395579109	4.472135955	27.5118156435	27.8952626448	83.5511156193	106.56	0.924758842444	1	1	247.346314325	192.108484006	46
2	47	706	630.0	194.0	1.02602304232	0.382052423542	1.0	0.692156862745	0.6181394031	31.5619297797	33.7342555869	12.8062484749	4.75085080593	4.12310562562	29.0	29.1676623818	-54.6210754334	119.802	0.889168765743	1	1	632.144475921	193.611898017	47
2	48	740	467.0	193.0	1.00208606361	0.300354285989	1.0	0.795698924731	0.93491585953	31.4631685205	31.384709653	14.7648230602	5.41208713584	5.0	28.9913780286	30.0104420208	59.4776064566	99.732	0.965427266797	1	1	467.156756757	192.245945946	48
2	49	619	523.0	190.0	1.0118268055	0.508912601797	1.0	0.762315270936	0.924397555365	30.2927798864	29.7321374946	12.7279220614	4.92965920956	4.24264068712	24.7487373415	26.0765760838	-52.9685107548	91.732	0.959689922481	1	1	521.686591276	190.959612278	49
2	50	796	744.0	193.0	1.00066699872	0.2474552834	1.0	0.77734375	0.925280538156	32.3607284077	32.3109888428	15.5241746963	5.58328464956	5.0	30.405591591	31.354287589	26.4810178573	103.974	0.961933534743	1	1	743.536432161	192.625628141	50
2	51	724	797.0	192.0	1.0040021319	0.194777854928	1.0	0.753381893861	0.842721155169	30.7341093961	31.6227766017	14.1421356237	5.20623154217	4.472135955	29.5956489881	30.1454707464	68.9888914261	103.904	0.942708333333	1	1	797.78038674	191.998618785	51
2	52	719	137.0	193.0	1.00126341496	0.229562254265	1.0	0.77311827957	0.919154164925	30.7021583981	30.8058436015	14.4222051019	5.310445574	5.0	28.9913780286	29.8822259405	-25.265354049	99.146	0.959306204136	1	1	137.440890125	192.606397775	52
2	53	629	192.0	193.0	1.00498717493	0.415710287893	1.0	0.776543209877	0.904336770941	29.7064759111	29.4278779391	13.3416640641	4.95547701228	4.24264068712	26.0	27.0179533924	85.8683293259	93.49	0.952308856927	1	1	192.314785374	192.532591415	53
2	54	614	302.0	192.0	1.00027567416	0.172262198753	1.0	0.783163265306	0.910092104506	28.1990531009	28.0178514522	13.6014705087	4.92776089458	4.24264068712	27.0	27.7775092102	46.3759699696	92.076	0.952676493406	1	1	302.335504886	191.776872964	54
2	55	608	82.0	192.0	1.00026617796	0.188559276468	1.0	0.804232804233	0.929528805025	28.1032369555	28.0178514522	13.8924439894	4.94665898784	4.24264068712	26.0	27.59911576	24.3450266529	90.662	0.960505529226	1	1	82.2006578947	191.996710526	55
2	56	546	357.0	192.0	1.00588354395	0.352921097789	1.0	0.808888888889	0.901346021343	27.3376524023	27.3130005675	12.6491106407	4.64129833878	4.06155281281	24.0	25.5785588546	74.1423621397	87.248	0.951219512195	1	1	357.39010989	191.985347985	56
2	57	637	412.0	193.0	1.0024679029	0.356472543759	1.0	0.813537675607	0.932279118706	29.4899989815	29.1204395571	13.6014705087	5.0467131163	4.472135955	26.0	27.5526770531	6.56571988758	92.662	0.963691376702	1	1	412.825745683	193.19466248	57
2	58	537	577.0	193.0	1.00034342932	0.164218887273	1.0	0.794378698225	0.915936669028	26.3606556425	26.2488094968	12.6491106407	4.64073346667	4.12310562562	25.0	26.0027813677	46.7942118129	85.834	0.954666666667	1	1	576.729981378	192.677839851	58
2	59	557	687.0	193.0	1.00024092694	0.238124624072	1.0	0.793447293447	0.91950500712	27.0485096498	26.6833281283	13.0	4.7317037728	4.12310562562	25.0	26.2704486616	-82.4720108983	87.248	0.956223175966	1	1	686.610412926	193.111310592	59
2	60	567	28.0	195.0	1.00344252097	0.363735585572	1.0	0.75	0.87816219842	27.8805069266	27.5136329844	13.0	4.72794681289	4.12310562562	25.2237050038	25.9707546644	80.7462791909	90.076	0.945	1	1	27.9541446208	194.241622575	60
2	61	818	82.0	249.0	1.0107650012	0.481214810142	1.0	0.753917050691	0.856365416739	34.5191954869	34.5253530033	15.0332963784	5.56307520567	5.0	30.0	30.2596202187	74.8205900888	109.56	0.95171611402	1	1	82.1283618582	248.844743276	61
2	62	749	357.0	247.0	1.00115750417	0.288764731321	1.0	0.805376344086	0.935263425869	31.5823073485	31.384709653	15.0	5.45049465936	5.0	29.0	30.2369038585	80.3079929089	100.318	0.965828497743	1	1	357.256341789	247.133511348	62
2	63	680	688.0	247.0	1.00132356963	0.235676124789	1.0	0.756395995551	0.905459293015	29.8832500708	30.1496268634	14.3178210633	5.15751237999	4.472135955	28.0	29.0414883507	78.2425606517	97.146	0.956399437412	1	1	687.873529412	246.910294118	63
2	64	691	522.0	249.0	1.00608648192	0.350222079694	1.0	0.767777777778	0.887687693222	30.729458779	30.2324329157	13.416407865	5.07349359271	4.472135955	28.2842712475	28.7832605505	45.2203012891	98.904	0.947873799726	1	1	521.406657019	247.713458755	64
2	65	693	743.0	248.0	1.00099659548	0.260347221576	1.0	0.796551724138	0.927384195157	30.2570766594	30.083217913	14.4222051019	5.21621517111	4.472135955	28.0	29.2136630786	71.5330303188	96.904	0.959833795014	1	1	742.995670996	247.652236652	65
2	66	586	28.0	248.0	1.00151953841	0.313822270627	1.0	0.747448979592	0.914561225443	28.0621847327	27.6586333719	13.152946438	4.83467308323	4.12310562562	25.4558441227	26.6445321045	34.0160193766	89.732	0.950527169505	1	1	27.5221843003	247.529010239	66
2	67	543	137.0	247.0	1.00119433347	0.293668268945	1.0	0.773504273504	0.920970119345	26.9257193762	26.6833281283	13.0	4.6669986615	4.12310562562	25.0	25.7384942674	87.9613558246	86.076	0.953467954346	1	1	136.933701657	246.959484346	67
2	68	647	631.0	247.0	1.02271883881	0.506322649515	1.0	0.745391705069	0.786677712022	31.1102799043	31.0483493925	12.8062484749	4.77906493544	4.12310562562	26.8679105139	26.827766826	-78.8311236388	101.662	0.926934097421	1	1	631.108191654	248.670788253	68
2	69	577	192.0	248.0	1.00091510702	0.278001133424	1.0	0.791495198903	0.910308697101	27.6843482835	27.5136329844	13.0	4.81854291092	4.12310562562	26.0	26.59305193	23.6884588248	89.248	0.95688225539	1	1	192.055459272	248.247833622	69
2	70	538	797.0	248.0	0.999847580697	0.119555994914	1.0	0.795857988166	0.930301544656	26.2942665242	26.0768096208	12.6491106407	4.6564211148	4.12310562562	25.0	26.1056698292	66.0819351802	85.248	0.956444444444	1	1	796.609665428	247.630111524	70
2	71	530	246.0	248.0	1.00162812131	0.304394111596	1.0	0.815384615385	0.934533852776	26.653064885	26.5706605112	12.3693168769	4.6393087978	4.06155281281	24.0	25.3882751386	7.23794019951	84.42	0.961015412511	1	1	246.441509434	248.350943396	71
2	72	576	303.0	250.0	1.00559114988	0.4361345884	1.0	0.820512820513	0.938225052074	28.5765322648	28.3019433962	12.8062484749	4.8170965978	4.12310562562	25.0	25.7154912388	54.6666033178	87.834	0.964016736402	1	1	302.421875	249.105902778	72
2	73	521	468.0	249.0	1.00578762717	0.367965063587	1.0	0.770710059172	0.875217097549	26.7829992232	26.4196896272	12.0415945788	4.51750179036	4.0	24.6262303147	24.9038937202	24.2877076717	86.49	0.942986425339	1	1	467.631477927	248.43378119	73
2	74	367	412.0	248.0	1.03952577139	0.361507398108	1.0	0.695075757576	0.710055116574	22.8383205837	24.0416305603	9.21954445729	3.52530272451	3.0	21.0	21.2937476228	84.2764847428	80.592	0.87380952381	1	1	412.670299728	248.555858311	74
2	75	275	571.0	247.0	1.29772288097	0.503476939107	1.0	0.54347826087	0.329437485812	22.8552263396	23.0867927612	6.7082039325	2.55902008162	2.0	20.3729925031	19.7471135793	38.1157387802	102.42	0.688360450563	1	1	573.909090909	248.352727273	75
2	76	81	431.0	282.0	1.05895544678	0.706771484522	1.0	0.736363636364	0.869738579051	12.1431996793	11.401754251	4.24264068712	2.01256578898	2.0	7.77817459305	8.59060848316	40.0377216198	34.21	0.920454545455	0	0	431.703703704	282.37037037	76
2	77	699	413.0	302.0	1.00120295077	0.260992580781	1.0	0.776666666667	0.919630713243	30.3931280885	30.083217913	14.5602197786	5.25208993212	4.472135955	28.2842712475	29.3397267823	43.9050451079	97.732	0.961485557084	1	1	413.394849785	302.101573677	77
2	78	640	248.0	301.0	1.00019780198	0.167143109736	1.0	0.788177339901	0.931796365088	28.7741055093	28.6356421266	13.8924439894	5.05539025956	4.472135955	27.0	28.369329958	2.22740993323	92.904	0.960240060015	1	1	248.1921875	301.3984375	78
2	79	629	522.0	302.0	1.00282993059	0.370332717116	1.0	0.803320561941	0.932325624974	29.3892571059	29.0688837075	13.6014705087	5.01136444353	4.472135955	26.0	27.2996567004	-89.8000874686	92.076	0.961773700306	1	1	521.998410175	301.724960254	79
2	80	585	27.0	302.0	0.999931323842	0.127778087472	1.0	0.802469135802	0.93517025057	27.4298787865	27.2029410175	13.416407865	4.86539268621	4.24264068712	26.0	27.2050301177	22.8698104357	88.662	0.961380443714	1	1	26.8598290598	302.220512821	80
2	81	512	138.0	301.0	1.00015130731	0.146519182857	1.0	0.787692307692	0.928393749563	25.7037237335	25.632011236	12.2065556157	4.55824359528	4.0	24.0	25.4263247529	-55.8892960513	83.248	0.956115779645	1	1	137.568359375	301.0859375	81
2	82	551	192.0	302.0	1.00195493813	0.279237903524	1.0	0.7849002849	0.897503478633	27.0744812426	26.6833281283	12.6491106407	4.67248491873	4.12310562562	25.0	25.9975111737	59.9021210812	87.834	0.95246326707	1	1	192.727767695	302.24137931	82
2	83	810	356.0	305.0	1.00166286896	0.335330995875	1.0	0.791788856305	0.92068140413	33.0994721799	32.6955654485	15.5241746963	5.62639824025	5.0	30.0	31.1830252694	76.7607431341	105.146	0.961424332344	1	1	355.979012346	304.77654321	83
2	84	593	687.0	303.0	1.004038623	0.385634245804	1.0	0.757343550447	0.87896517585	28.644890055	28.2842712475	13.0	4.82395591045	4.12310562562	25.6144490474	26.4292575759	-70.2453676831	92.076	0.946528332003	1	1	686.846543002	303.023608769	84
2	85	632	742.0	302.0	1.00258454704	0.334216132805	1.0	0.778325123153	0.931867505039	29.2563189568	29.0688837075	13.4536240471	4.99643322104	4.24264068712	26.8700576851	27.573977041	57.7062819952	92.318	0.958301743745	1	1	742.476265823	302.992088608	85
2	86	649	82.0	304.0	1.00107116046	0.288902680114	1.0	0.799261083744	0.921503255726	29.4045644064	29.206163733	13.8924439894	5.08382791062	4.472135955	27.0	28.1507088118	35.2676689869	94.076	0.959349593496	1	1	81.2526964561	303.534668721	86
2	87	526	303.0	303.0	1.00145925231	0.303865076067	1.0	0.779259259259	0.909551324329	26.5481950736	26.1725046566	12.6491106407	4.5806217792	4.06155281281	24.0	25.2928656803	-84.0760655851	85.248	0.950316169828	1	1	302.994296578	303.02661597	87
2	88	567	577.0	303.0	1.00087746401	0.280155243779	1.0	0.807692307692	0.948714433435	27.4523136422	27.2029410175	13.0	4.8053981902	4.12310562562	25.0	26.3529776973	70.725577337	86.662	0.964285714286	1	1	577.317460317	303.121693122	88
2	89	679	631.0	305.0	1.00150168047	0.30697128799	1.0	0.780459770115	0.908649160911	30.1655716501	29.6816441593	14.1421356237	5.18183210955	4.472135955	28.0	28.7091409244	-64.8295202881	96.904	0.957011980268	1	1	631.298969072	304.72017673	89
